token,label
econtra ez,medicine
gora singh,human
mahaveer mehto,human
aloe vera,medicine
akshit,human
subhash lal,human
ilayat mudda,human
"diabetes, type 2",diagnosis
roopnarayan,human
raju rathor,human
shri ram mehto,human
jaswant singh,human
rajeev sirohi,human
nitin gupta,human
fentora,medicine
interstitial cystitis,diagnosis
Vibhavari Kulkami,human
aviane,medicine
feraheme,medicine
deewan singh,human
ashok paswan,human
gurjit singh,human
unkar meena,human
bhimsen,human
raju dass,human
azhar khan,human
"onychomycosis, fingernail",diagnosis
chottu shah,human
sunil kumar verma,human
tribenzor,medicine
endocet,medicine
amin urf baba,human
kamre alam,human
amikacin,medicine
oxymetholone,medicine
himanshu praser,human
nirmal yadav,human
ampicillin,medicine
chronic spasticity,diagnosis
postpartum depression,diagnosis
absorica,medicine
westhroid,medicine
leustatin,medicine
senna plus,medicine
thiopental,medicine
amiodarone,medicine
vikram dubey,human
gamunex,medicine
hypoactive sexual desire disorde,diagnosis
pavan sharma,human
tetracaine,medicine
cyclafem 1 / 35,medicine
buckleys mixture,medicine
anoj kumar,human
budh rai,human
jagdeep singh,human
israil,human
sodium chloride,medicine
anshum,human
aspirin / butalbital / caffeine,medicine
constable  sanjai kumar,human
humulin n,medicine
dextromethorphan,medicine
rahul sharma,human
tripurari,human
esterified estrogens / methyltestosterone,medicine
khusbu,human
belsomra,medicine
strongyloidiasis,diagnosis
isosorbide dinitrate,medicine
leela ram,human
sunny kumar,human
nuvaring,medicine
arun sangwan,human
rajkumar bhil,human
naim,human
jitender kumar jha,human
vinit tyagi,human
mh. yameen,human
chetan pandey,human
ranjeet,human
natthu,human
clinpro 5000,medicine
std prophylaxis,diagnosis
akhil ravindran,human
hydrochlorothiazide / triamterene,medicine
hyaluronidase,medicine
atopic dermatitis,diagnosis
mr. kamal kumar,human
mvi adult,medicine
major depressive disorde,diagnosis
benadryl,medicine
daraprim,medicine
deepak goyal,human
sujit,human
mucinex sinus-max full force,medicine
blisovi 24 fe,medicine
maisan,human
hyalgan,medicine
moh. harun,human
parem varma,human
sakcham,human
"crohn's disease, acute",diagnosis
madan,human
nytol,medicine
calmoseptine,medicine
aman saroj,human
kirshan,human
prasant kumar,human
hemant raghav,human
butrans,medicine
menthol,medicine
chetan chawla,human
shayampuri,human
loteprednol / tobramycin,medicine
rishu,human
puneet jain,human
jitander,human
sahwaj,human
manowar hussain,human
hylan g-f 20,medicine
mukesh gujjar,human
suraj bhan,human
sudafed pe pressure  pain,medicine
damiana,medicine
shivnath,human
gurcharan singh,human
prshant,human
divalproex sodium,medicine
belviq xr,medicine
sahdev mishra,human
isharar ahmed,human
azad singh,human
cmv prophylaxis,diagnosis
gappu,human
thromboembolic stroke prophylaxis,diagnosis
santrm,human
madan lal shrama,human
shiv lal nehara,human
ram avtar,human
estratest h.s.,medicine
kiran or vikram,human
thorazine,medicine
avid,human
blistex lip balm,medicine
brisdelle,medicine
immune globulin intravenous,medicine
jay kumar,human
bashudev sharma,human
gurpreet,human
pooja chaudhry,human
gopesh,human
diabetes insipidus,diagnosis
aldara,medicine
chandesh,human
herpes simplex dendritic keratitis,diagnosis
gagandeep,human
cinacalcet,medicine
ramsawroop,human
mahender sharma,human
nasar ali,human
retre-gel,medicine
manish sharma,human
dhruv kumar,human
amir hamza,human
esophageal spasm,diagnosis
zestril,medicine
enbrel,medicine
requip xl,medicine
narayan gadri,human
moxifloxacin,medicine
gynazole-1,medicine
ishan,human
immune globulin intravenous and subcutaneous,medicine
ram ratan,human
hydrochlorothiazide / moexipril,medicine
bal dev,human
excedrin,medicine
deepak tiwari,human
belbuca,medicine
shiv singh,human
shoab jamal,human
gingivitis,diagnosis
ram vilas choudhary,human
revia,medicine
amit kumar,human
xiidra,medicine
chetram gurjar,human
rahul tiwari,human
sanny kumar,human
tesamorelin,medicine
sachin singh,human
shyam bodha,human
dinesh kumar saini,human
rohit  kumar,human
shahzad,human
sanjeev kumar soni,human
harish arora,human
anjali,human
suresh chand chakarwati,human
chander shekher,human
rinku,human
ranveer singh,human
doxylamine / pyridoxine,medicine
insaf ali,human
rameshwar kumar,human
saif ali,human
mujaffar s/o musarraf,human
stribild,medicine
mahnatha sahni,human
sandeep rawat,human
ramesh panwanr,human
vishnu singh,human
gastroparesis,diagnosis
mangla ram,human
shivraj sain,human
naloxone / pentazocine,medicine
imran khan,human
mohd. rizwan,human
tasigna,medicine
cutaneous t-cell lymphoma,diagnosis
sunil kumar,human
birender mandal,human
jalil ansari,human
schnitzler syndrome,diagnosis
md. afsar,human
sachin chauhan,human
dhurv solanky,human
mephobarbital,medicine
ram shakal,human
fluticasone / vilanterol,medicine
pro-den rx,medicine
adalimumab,medicine
humatin,medicine
vikas aggarwal,human
vedanand mishra,human
kaushal chaudhary,human
bhismpal,human
arun kumardhasmana,human
dhirpal,human
droperidol,medicine
ayush,human
clarinex,medicine
kuldeep kour,human
naseem,human
femcon fe,medicine
deepaak,human
mithelash,human
"insomnia, stimulant-associated",diagnosis
ramkumar tiwari,human
sazid,human
mho najim,human
vaprisol,medicine
aarav,human
d3,medicine
effexor xr,medicine
trandolapril,medicine
sarafat,human
ganga bishan bairwa,human
sharanjeet kour,human
swami nathan,human
brompheniramine / dextromethorphan / phenylephrine,medicine
mohit kausal,human
thyroid cance,diagnosis
prem pal,human
tenuate dospan,medicine
harish chand joshi,human
yashpal singh,human
isentress,medicine
zyprexa intramuscular,medicine
subin sugathan,human
raju gupta,human
jile singh,human
prabhu,human
bhudhi lal,human
5</span> users found this comment helpful.,diagnosis
jasbir singh,human
omega-3 polyunsaturated fatty acids,medicine
md. mujmmil,human
nand ram,human
rajendra kumar,human
prezista,medicine
nausad,human
victor singlai,human
flurazepam,medicine
hc-derma-pax,medicine
yasib,human
mahud ansari,human
small bowel bacterial overgrowth,diagnosis
nystatin,medicine
durg parsad dikshit,human
nafe singh,human
levora,medicine
psorcon e,medicine
PPRP (R) LL ,diagnosis
neelkant sharma,human
mohd haseef,human
jarnail singh,human
edluar,medicine
lakhvinder singh,human
32</span> users found this comment helpful.,diagnosis
harkesh kumar,human
prittam dass,human
epzicom,medicine
sanpat,human
kamal yadav,human
avinas mourya,human
atropine / difenoxin,medicine
shri dhan singh,human
surendra singh,human
betaseron,medicine
roshanlal,human
natha bhai bachhani,human
royal jelly,medicine
sham singh,human
aatif,human
ziac,medicine
mohd afzal,human
ganesh,human
akhil kumar,human
devendra,human
jitendra kumar,human
mohd firoz,human
rishabh jain,human
adersen,human
neeraj gupta,human
irshad,human
aspirin / oxycodone,medicine
hyperlipoproteinemia,diagnosis
dercum's disease,diagnosis
acetaminophen / caffeine / isometheptene mucate,medicine
ravi rakuwar,human
abhay pratap,human
methenamine,medicine
dord yadav,human
rahul rawat,human
daya ram,human
jagtar singh,human
sarkar govinda,human
govind singh,human
satpal khanna,human
mohd faijan,human
bhura singh,human
manju,human
rakhi,human
meperidine,medicine
sofosbuvir / velpatasvir,medicine
md abbas,human
bhopal,human
ifosfamide,medicine
immune globulin subcutaneous,medicine
muneer,human
ashu rehman,human
savella,medicine
sangit,human
sachin bhavi,human
gildess fe 1.5 / 30,medicine
otezla,medicine
kirshn goapal jadhon,human
pulmonary embolism,diagnosis
chote,human
ajay sadana,human
ganesh pandey,human
manoj sachdeva,human
aldactone,medicine
haneef,human
udaiy kumar,human
puneet,human
dapagliflozin,medicine
aanad sharma,human
vitamin e,medicine
birender,human
geodon,medicine
estazolam,medicine
rohan kapoor,human
ezaz  ahmed,human
daya nand,human
gadopentetate dimeglumine,medicine
jagdambika,human
hira lal,human
paget's disease,diagnosis
pioglitazone,medicine
98</span> users found this comment helpful.,diagnosis
vipol,human
vicky k.c,human
prem chandra joshi,human
amrit singh,human
sertaconazole,medicine
mohd nazim,human
metily ritayard sonu sharma,human
abhinav mittal,human
ashwini kumar,human
mahendra prajapat,human
akashya tyagi,human
dil kush meena,human
pulkit sharma,human
shashi bhusan,human
ichthyosis,diagnosis
aftera,medicine
faimuddin,human
Subhash Chaware,human
anoop,human
acrivastine / pseudoephedrine,medicine
jaanu,human
premsingh,human
arvind kumar,human
alogliptin,medicine
kanisk dashora s/o rajendra parsad dashora,human
leflunomide,medicine
pintu kumar,human
kirtiman,human
invega sustenna,medicine
papuu luhar,human
manjar alam,human
harishankar verma,human
Vishal walke,human
salivary gland cance,diagnosis
farjand,human
p.kamesh,human
deepak gupta,human
abdul salam,human
asfak,human
rohan haldar,human
gaurav shankar,human
chronic pancreatitis,diagnosis
cholecalciferol / folic acid,medicine
mohd aslam,human
tariq,human
brinzolamide,medicine
yashpal nagpal,human
gokul,human
midol pm,medicine
gleevec,medicine
chajju singh,human
jeetram,human
zaroxolyn,medicine
daclatasvir,medicine
acarbose,medicine
ponstel,medicine
isradipine,medicine
hashrat,human
mushir ahmed,human
bhiva ram,human
ethambutol,medicine
taxotere,medicine
pramood,human
sher ram,human
udai narayan panda,human
actinic keratosis,diagnosis
diphenhydramine / naproxen,medicine
amarjeet kumar,human
somender,human
aakash dabral,human
terazosin,medicine
lamisil,medicine
rishabh kumar,human
lanoxicaps,medicine
deplin,medicine
dexmethylphenidate,medicine
proair respiclick,medicine
ateek ahmed,human
aczone,medicine
soft tissue sarcoma,diagnosis
hem raj,human
mo. aasif,human
devender singh rawat,human
munna lal,human
devender,human
junel fe 1 / 20,medicine
puranmal,human
introvale,medicine
"crohn's disease, maintenance",diagnosis
diwakar sinha,human
chura bahadur,human
vicoprofen,medicine
afridi,human
hytrin,medicine
avfesh,human
M/19 yrs,human
kybella,medicine
shekher,human
periodic limb movement disorde,diagnosis
mukkesh,human
temsirolimus,medicine
khokan sarkar,human
biran,human
birender sharma,human
palbociclib,medicine
digvijay singh,human
anaplastic astrocytoma,diagnosis
hitlar,human
orap,medicine
alprazolam,medicine
bc fast pain relief,medicine
surinder kumar,human
rakesh kumar garg,human
bal bahadur,human
mudbir khan,human
sudarshan,human
ocella,medicine
combivent respimat,medicine
jamil ahmed,human
viccky,human
nikki,medicine
puran  singh,human
ursodiol,medicine
rahul yadav,human
manish ahuja,human
narayan,human
hasan,human
pritam,human
M / 42 yrs,human
menactra,medicine
dasetta 1 / 35,medicine
gangaram,human
javed khan,human
milan,human
nightmares,diagnosis
Backache,complaints
esgic-plus,medicine
yoginder,human
menstrual disorders,diagnosis
deepchand balai,human
pankaj  kumar,human
zyvox,medicine
min / rosiglitazone),diagnosis
rammurti,human
nikhil kumar,human
tamnna,human
prepopik,medicine
alemtuzumab,medicine
glimepiride / pioglitazone,medicine
vincasar pfs,medicine
zyprexa zydis,medicine
chootu,human
suman kumar,human
mohit nautiyal,human
F / 34 yrs,human
dhani ram,human
"copd, acute",diagnosis
roshan ram,human
raj kishor mishra (work kartar ply wood factory kh,human
rajat maheshwari,human
mansur malik,human
aalam aara,human
chotan,human
md. sabir,human
karnesh,human
munkad ali,human
gopi chand jain,human
trifluoperazine,medicine
metrogel-vaginal,medicine
questran light,medicine
sinil kumar,human
anurag tiwari,human
jitender soni,human
jagdish nayak,human
acetaminophen / chlorpheniramine,medicine
toradol iv / im,medicine
moexipril,medicine
mohd.  rajiq,human
orapred,medicine
shiv paswan,human
parhalad yadav,human
dextromethorphan / guaifenesin,medicine
vipiv malkania,human
picato,medicine
norvasc,medicine
ramkaran verma,human
hemant pal,human
goody's extra-strength headache powders,medicine
postoperative ocular inflammation,diagnosis
vidyadatt josi,human
karim,human
raman,human
la l    babu,human
Yogita Rajput,human
sansert,medicine
krishan,human
sohan singh rana,human
taj,human
rajiv chawala,human
emilia toppo,human
sumit,human
atrovent,medicine
dimethyl sulfoxide,medicine
ovide,medicine
toviaz,medicine
niravam,medicine
darvon,medicine
jeete,human
ampicillin / sulbactam,medicine
tapazole,medicine
sukhpal,human
shamim ansari,human
julficar,human
manvir singh,human
scytera,medicine
imotil,medicine
F/90years,human
montelukast,medicine
inder lal,human
"mahender s/o dhanna ram r/o b-341, j j colony, mad",human
vikash malik,human
acanya,medicine
vedolizumab,medicine
escitalopram,medicine
roxicodone,medicine
manjesh,human
ferrous gluconate,medicine
deepak midha,human
rupak kanti dass,human
kamraan,human
prinzide,medicine
shashikant,human
manmeet singh saini,human
rambrij,human
balram,human
dinesh  mishra,human
glyxambi,medicine
"breast cancer, palliative",diagnosis
aggressive behavi,diagnosis
prakesh,human
gobind hazra,human
faqir chand,human
rupinder singh,human
devinder singh,human
aashu,human
tenoretic 50,medicine
nikhleshwar bhagat,human
ulcerative proctitis,diagnosis
leader nicotine polacrilex,medicine
papp,human
subhash,human
sofali,human
devender pal,human
tonsillitis/pharyngitis,diagnosis
shiv pal,human
severe mood dysregulation,diagnosis
priju,human
salim malik,human
ashok kumar rawat,human
candida urinary tract infection,diagnosis
iohexol,medicine
neurotic depression,diagnosis
ultram,medicine
miconazole,medicine
gurmeet sharma,human
bhola sarkar,human
mohammad afjal,human
rohit singh,human
ram sawer,human
mukul yadav,human
progesterone insufficiency,diagnosis
krishan dass,human
sajjan,human
jasvinder singh,human
sotaj singh,human
sohan lal,human
sunil kannujiya,human
bechan pal,human
amlodipine,medicine
doxazosin,medicine
pankaj dhami,human
surender sain,human
abhinav,human
asacol hd,medicine
krisana braman,human
diverticulitis,diagnosis
kamlesh,human
pramjeet,human
sunil dutt,human
diamox,medicine
mr. devindra singh,human
sunil singh,human
prilosec otc,medicine
pavan kumar,human
plendil,medicine
hazari lal,human
brompheniramine / codeine / phenylephrine,medicine
sehjamal urf munna,human
tilakram,human
gaffur khan,human
linear iga disease,diagnosis
clioquinol,medicine
amiloride,medicine
kava,medicine
mis,diagnosis
akeel,human
jagbir singh,human
devender chodhary,human
pravesh,human
calcium carbonate / simethicone,medicine
follicle stimulating hormone,medicine
laxman lal tundwal,human
ankit gupta,human
meharban,human
dhiraj panday,human
"roshan kumar s/o rajkumar,",human
surender kapoor,human
ashish,human
colcrys,medicine
lortab,medicine
atacand,medicine
primatene mist,medicine
ram awtar,human
wp thyroid,medicine
guaifenesin / phenylephrine,medicine
fosfomycin,medicine
nand kishor,human
vontrol,medicine
norinyl 135,medicine
gufraan khan,human
parsuram prasad,human
phendimetrazine,medicine
kushal sharma,human
sleep aid,medicine
naresh,human
partyush gupta,human
arpit aroda,human
aamil,human
kesha sharma,human
ankit khatri,human
raghubir singh,human
kamlesh kumawat,human
lialda,medicine
pawan singh,human
krishan parkash,human
capzasin,medicine
kamal kumar,human
enstilar,medicine
jagat,human
manish ghai,human
testim,medicine
abhishek sharma,human
firmagon,medicine
zohydro er,medicine
gaurav aggarwal,human
ferric citrate,medicine
hecoria,medicine
sanjay mehta,human
afjal ali,human
dharmender kumar tiwari,human
haldol decanoate,medicine
boduram,human
abdul wahid khan s/o abdul gafur,human
najimuddin,human
toprol-xl,medicine
nikita,human
salinder,human
dalip shah,human
hakam singh,human
mahadev,human
taar babu,human
absorbine jr.,medicine
bablu singh,human
bram parkash,human
levoxyl,medicine
anand kumar,human
naresh kuamr,human
shyam lal chawla,human
pentazocine,medicine
94</span> users found this comment helpful.,diagnosis
ram narayan,human
divakar sharma,human
amreek singh,human
selva raj,human
profe,medicine
balmiki chauhan s/o budhan chauhan,human
naproxen / pseudoephedrine,medicine
sariq rahaman,human
devender puri,human
suraj rana,human
jamshed,human
elmiron,medicine
ergotamine,medicine
lyza,medicine
aman singh,human
rajeev kumar sehti,human
kalusingh,human
parvinder,human
shahvaj,human
kalyan datt sharma,human
manohar kumar,human
lurasidone,medicine
arvind kumar yadav,human
chlorpheniramine / pseudoephedrine,medicine
m rajeev,human
sine-off maximum strength,medicine
tetracycline,medicine
Leela Katyayani,human
aamosh jacab,human
birth control,diagnosis
dharmendr,human
brijlal giri,human
murari lal maharaj,human
moh suhel,human
dipanshu soni,human
sunaina,human
pegloticase,medicine
somnote,medicine
mohd. kasim,human
non-small cell lung cance,diagnosis
chotelal,human
zithromax,medicine
md kadir,human
orudis kt,medicine
F/49years,human
alamast,medicine
mihir,human
mohammad saraj,human
imitrex nasal,medicine
ranvir,human
sinder,human
edema,diagnosis
pintu tarfdar,human
luv kumar sharma,human
njare alam,human
dextromethorphan / promethazine,medicine
jagdish mushar,human
durgashankar,human
mho. zuber,human
otrexup,medicine
nand lal meena,human
jagat singh,human
jameer turi,human
myxedema coma,diagnosis
"hyperlipoproteinemia type iia, elevated ldl",diagnosis
khursid alam,human
procentra,medicine
0</span> users found this comment helpful.,diagnosis
rana partap ahuja,human
methylcellulose,medicine
insulin isophane,medicine
mukesh verma,human
devender kumar sharma,human
vimal dhakar,human
lexapro,medicine
santosh kuumar,human
xigduo xr,medicine
maksood mohd,human
iluvien,medicine
surajmal,human
saizad,human
monurol,medicine
ajay sharma,human
sumoranjam,human
sunil kumar bharati,human
dinesh tyagi,human
subrati,human
adarsh,human
isoptin sr,medicine
rampal jain,human
manoj bansal,human
abhimanu saini,human
sh rajendr,human
acetaminophen / oxycodone,medicine
shahnawaz shah,human
sanjay bansal,human
alok yadav,human
shubham meghwal,human
lal babu,human
hyoscyamine / methenamine / methylene blue / phenyl salicylate,medicine
denesh kumar,human
love manjhi,human
gopal,human
krishan lal,human
oral thrush,diagnosis
parashram,human
valcyte,medicine
docusate,medicine
bahart singh,human
crotamiton,medicine
"diarrhea, chronic",diagnosis
viorele,medicine
eribulin,medicine
anand kumar mishra,human
hirsutism,diagnosis
chetan verma,human
atish raj,human
sharukh khan,human
amritpal,human
omnitrope,medicine
kundan,human
azo urinary pain relief,medicine
sk abu hasan,human
kirashan avatar gupta,human
sheru khan,human
gorav,human
acthar,medicine
thakur das,human
satya parkash tiwari,human
lala,human
rajkiran,human
arnuity ellipta,medicine
triamterene,medicine
opana er,medicine
niranjan choudhary,human
meropenem,medicine
aamod singh,human
etanercept,medicine
zolpidem,medicine
anash,human
jagdish sharma,human
anusol-hc suppositories,medicine
lesinurad,medicine
salmam,human
shriram asre gupta,human
tinku,human
itwari lal,human
liyakat,human
prodrin,medicine
hawa singh,human
somatropin,medicine
vindeshver,human
cyred,medicine
ibraheem,human
bhavesh penuli,human
shish pal,human
md. ashik,human
tic disorde,diagnosis
sujit jha,human
riyasat,human
ajay varma,human
ashwani saluja,human
klor-con,medicine
mohd. munna,human
karan bajaj,human
bangali babu,human
amrik singh,human
muscle twitching,diagnosis
typhoid feve,diagnosis
keppra,medicine
dharambir,human
haseem,human
Raju chabda,human
gildess 1 / 20,medicine
jagat narayan,human
pallu,human
zyban,medicine
polidocanol,medicine
badrulla,human
harbanschauhan,human
bhalaram,human
himanshu dagar,human
mohd. samad,human
gastrointestinal decontamination,diagnosis
pappu kumar  mandal  s/o gopal parsad mandal,human
prevention of dental caries,diagnosis
glipizide / metformin,medicine
bodu ram,human
rajendra s/o babu lal mali,human
pardeep mohauti,human
nikhil chauhan,human
ranveer,human
sameem ahmed,human
ortho cyclen,medicine
birender kuma \r yadav,human
vishamitra,human
vikas kumar jha,human
mohd  ashlam,human
nausea/vomiting of pregnancy,diagnosis
saizen,medicine
amit sharma,human
darshan lal sonkar,human
krishan lal arora,human
"anemia, sickle cell",diagnosis
anxiety,diagnosis
faizal khan,human
nabi hussain,human
prednisolone,medicine
anoop rawat,human
suraj bahadur,human
shadab ali,human
ashlam miya,human
safyral,medicine
vi jay kumar  malhotra,human
amit kumar nagpal,human
gya parsad,human
rajider singh,human
remodulin,medicine
surjeet singh,human
aleve-d sinus & cold,medicine
subham jain,human
khubi ram,human
azmacort,medicine
proscar,medicine
epoetin alfa,medicine
neo-poly-dex,medicine
M / 66 yrs,human
motilaal,human
depander,human
androgel,medicine
halobetasol,medicine
anaphylaxis,diagnosis
ethchlorvynol,medicine
apokyn,medicine
jeesan,human
flonase allergy relief,medicine
umashanker,human
methergine,medicine
puran,human
ascorbic acid,medicine
betapace af,medicine
sakal deep,human
makrud alam,human
suraj,human
galiya,human
gyarsi lal,human
naveen sharma,human
hariom,human
atul parasar,human
aashis kumar,human
balbir singh,human
senna,medicine
laxman rai,human
vakeel,human
ludiomil,medicine
tindamax,medicine
anuj jain,human
nicorette,medicine
yogeshwar,human
udai pratap singh,human
mukhtar ahamed,human
leelu,human
lyrica,medicine
shokar khan,human
bhotra,human
rishi kakdia,human
bhartendu singhal,human
tapan kumar ghos,human
botulinum toxin type b,medicine
hari lal,human
ibrutinib,medicine
indapamide,medicine
irsad,human
manoj mahto,human
vikram singh bisht,human
klinefelter syndrome,diagnosis
chettan,human
vikash pandy,human
klonopin,medicine
yaman singh,human
deshraj,human
bahadur,human
ansu kumar,human
acutely painful,complaints
deepu,human
bintu,human
M / 54 yr,human
rai singh,human
mohd. iqbal,human
jagpati jha,human
satveer,human
aadil,human
anil urf nitin,human
schiff move free,medicine
shri kistur chand jat,human
gaurav kumar,human
narendra nagda,human
OA (R) Knee ,diagnosis
eldro korea  kose,human
femara,medicine
clove,medicine
rocaltrol,medicine
vikram arora,human
md sahid,human
jeenat d/o,human
saurabh gupta,human
sanjeev sharma,human
vikrant singh,human
benzoyl peroxide / hydrocortisone,medicine
dalip kumar,human
nesina,medicine
falmina,medicine
miralax,medicine
indomethacin,medicine
rahul parikh,human
sumit chugh,human
acute nonlymphocytic leukemia,diagnosis
angeliq,medicine
parveen,human
amit kumar yadav,human
sh reddy ashraiya,human
saurabh rana,human
depo-subq provera 104,medicine
hari shankar,human
pappu joseph,human
vikaram,human
mucomyst,medicine
hari ram,human
abatacept,medicine
sonu,human
femhrt,medicine
ravish kumar,human
motrin ib,medicine
39</span> users found this comment helpful.,diagnosis
fletchers castoria,medicine
pramod kumar s/o,human
sukhbir tanwar,human
gd harendra yadav,human
mohd ahshan,human
procyclidine,medicine
indresh kumar,human
sanjiv kumar jain,human
skin rash,diagnosis
tresiba,medicine
vivek kumar gupta,human
niacin / simvastatin,medicine
eye redness/itching,diagnosis
nasal congestion,diagnosis
1st Oct 2019,human
krishana kumar,human
reenu,human
suja ram,human
jagdish singh,human
azilect,medicine
mast ram,human
atropine / diphenoxylate,medicine
nandram,human
durga singh,human
amit mohan jha,human
jaspal,human
prakash chand meena,human
dheeraj meena,human
doxylamine,medicine
deen mohammad,human
alpha 1-proteinase inhibitor,medicine
urinary tract stones,diagnosis
surinder singh,human
bhasker nath tiwari,human
tazarotene,medicine
"herpes simplex, mucocutaneous/immunocompromised host",diagnosis
devdhari,human
ondansetron,medicine
110</span> users found this comment helpful.,diagnosis
jaga singh,human
metrocream,medicine
jakh bahadur,human
intal,medicine
affan,human
primatene,medicine
bada ahari,human
narendra singh,human
novolog mix 70 / 30,medicine
lipitor,medicine
amjad khan,human
gaurav raj,human
jisu,human
surendr,human
mononessa,medicine
mumps prophylaxis,diagnosis
lastacaft,medicine
sant lal,human
mool chand goyal,human
cleocin ovules,medicine
ganesh kumar,human
tarun sharma,human
bipin,human
birajbhushan,human
alphanine sd,medicine
mathura singh,human
hem singh,human
ashlyna,medicine
rheumatoid arthritis,diagnosis
nimahe mandal,human
dilip kumar tanwar,human
ram dhar,human
banwari lal bairwa,human
lo / ovral-28,medicine
atrophic vaginitis,diagnosis
ramlal,human
anexsia,medicine
ragib,human
manish jain,human
harsh chawla,human
enfuvirtide,medicine
ravi soni,human
sabir,human
mr. shaitan,human
subhash aurao,human
sahdab,human
dheeraj malik,human
anantram,human
chlor-trimeton,medicine
manak rebari,human
juber,human
rahul paswan,human
vancocin hcl,medicine
melquin hp,medicine
aashik,human
ritesh agrwal,human
mustafa mandal,human
lincomycin,medicine
satya dev singh,human
nifedipine,medicine
trandolapril / verapamil,medicine
protonix iv,medicine
18</span> users found this comment helpful.,diagnosis
briviact,medicine
pruritus,diagnosis
parminder,human
mr. mohammad  sahed,human
khuma ram,human
vikramjeet,human
prabhudayal,human
unctional gastric disorde,diagnosis
wal-finate,medicine
ramjeet thaukar,human
kamla prasad,human
mohd. ilyaash,human
sarafraj,human
noninfectious colitis,diagnosis
Vinaya Andhare,human
naresh paswan,human
maxitrol,medicine
immunosuppression,diagnosis
kanheya,human
meningococcal group b vaccine,medicine
umar,human
hemin,medicine
dapagliflozin / metformin,medicine
sabbir,human
md.gulsher alvi,human
pardeshi,human
kunda swami,human
pintu,human
lantus solostar,medicine
shailash,human
kulbir singh,human
sedation,diagnosis
ethinyl estradiol / norgestimate,medicine
aflibercept,medicine
ashraf,human
mul chand kumawat,human
methylnaltrexone,medicine
ramswrup bhatya,human
concept dha,medicine
myeloproliferative disorders,diagnosis
aggrenox,medicine
ashok goswami,human
siddarth chakrwarti,human
rishiraj,human
pletal,medicine
kailash chandra,human
jai parkash,human
pannu,human
abrar,human
vijay  banshwal,human
fahim,human
saroj kumar,human
madhu ram,human
ketoconazole,medicine
iritis,diagnosis
amrix,medicine
ramesh ram,human
surender bansal,human
murli dhar,human
mohd. javed khan,human
succha singh,human
relpax,medicine
pradeep kumar,human
submental fullness,diagnosis
ramji,human
janak singh dadwal,human
punit,human
abdul,human
juvenile rheumatoid arthritis,diagnosis
vivek paswan,human
brijshwaer,human
ramkish,human
pamabrom,medicine
vikram singh rawat,human
ahsan,human
upender khandelwal,human
naftin,medicine
shyama,human
doryx,medicine
ganesh kainee,human
veer bahadur,human
lanolin,medicine
shiv kumar rai,human
kariva,medicine
sodium hypochlorite,medicine
raman rajak,human
lagesic,medicine
"ajay negi,",human
angina,diagnosis
orvaten,medicine
sartaj,human
sonu berwa,human
neutropenia associated with chemotherapy,diagnosis
hyoscyamine / methenamine / methylene blue / sodium biphosphate,medicine
saddam,human
harvoni,medicine
mahaveer,human
shadhik alli,human
visvajeet mandal,human
kishore,human
vicky sharma,human
mycoplasma pneumonia,diagnosis
sandee[,human
sulfinpyrazone,medicine
yuveraj,human
moterol / mometasone),diagnosis
shakib,human
clomipramine,medicine
jockyipai,human
mirabegron,medicine
brajendra singh,human
donepezil,medicine
nazirul,human
light anesthesia,diagnosis
aalam singh,human
sominex,medicine
osmoprep,medicine
asi p s mahali,human
ravinder,human
delatestryl,medicine
interferon beta-1b,medicine
akash lal,human
vikas kumar,human
ticagrelor,medicine
xalkori,medicine
amit parasar,human
mohanram,human
anupam,human
sarcoidosis,diagnosis
123</span> users found this comment helpful.,diagnosis
aluminum hydroxide / magnesium trisilicate,medicine
shri  rajesh kumar,human
dal bahadur  thapa,human
glioblastoma multiforme,diagnosis
fakerey alam,human
vinod chandra upreti,human
jon vergis,human
postural orthostatic tachycardia syndrome,diagnosis
naveen,human
hiralal,human
jitu singh,human
parsnath,human
hyoscyamine,medicine
geeta Bhujbal,human
abhijeet adhikari,human
bhhatu,human
manish khandelwal,human
aslam baks,human
gemcitabine,medicine
microgestin 1.5 / 30,medicine
mohd salman,human
bhuneshwar,human
mul chand,human
vimal,human
phillips colon health,medicine
levetiracetam,medicine
pravastatin,medicine
26</span> users found this comment helpful.,diagnosis
bhorelal,human
uricalm,medicine
meghanath suwedi,human
subham sharma,human
mohd.wahid,human
rameswar gadri,human
shashi bhushan,human
raj kishore,human
ganpat,human
chlorthalidone,medicine
sukhveer singh,human
ambrisentan,medicine
premphase,medicine
partul gautam,human
burning mouth syndrome,diagnosis
abhinandan,human
abdul gani,human
rohit gupta,human
parmod,human
mohd sadique,human
pravachol,medicine
suraj sahay sharma,human
satpal kaura,human
alcaftadine,medicine
sh. ram lal,human
ravikant sharma,human
khemraj,human
bhole ram,human
azelastine / fluticasone,medicine
pregnyl,medicine
tadalafil,medicine
lucky rana singh,human
bhajan lal,human
yash,human
tricor,medicine
norflex,medicine
mohamad faisal,human
viney,human
mohan lal saini,human
balsalazide,medicine
vishal srivastav,human
delsym,medicine
mukhtyar hussain,human
bhavesh dass,human
kabul singh,human
ragwender sharma,human
avnish kumar,human
khetra nath,human
alfuzosin,medicine
vascepa,medicine
sandhaya,human
aranesp,medicine
raghav sharma,human
pseudotumor cerebri,diagnosis
tretin-x,medicine
amber darjee,human
